Epoch,Before Cost,After Cost
"[0, 177703.55096435547, 154442.64514160156]"
"[1, 178361.87231445312, 155613.3442993164]"
"[2, 182076.2462158203, 159702.27548217773]"
"[3, 177855.47436523438, 154130.61267089844]"
"[4, 174187.0238647461, 152839.81344604492]"
"[5, 170459.7251586914, 148062.0518798828]"
"[6, 176209.0659790039, 153641.97897338867]"
"[7, 173761.72827148438, 151408.78314208984]"
"[8, 186312.4256591797, 162456.46911621094]"
"[9, 178907.28546142578, 154232.60375976562]"
"[10, 167031.44903564453, 146644.40869140625]"
"[11, 188733.01208496094, 163310.3057861328]"
"[12, 178675.66638183594, 154178.2046508789]"
"[13, 173609.36987304688, 151677.99383544922]"
"[14, 179337.7177734375, 155789.56018066406]"
"[15, 180685.0399169922, 157049.94729614258]"
"[16, 183263.1298828125, 160387.2642211914]"
"[17, 174195.47021484375, 152434.6235961914]"
"[18, 179723.6248779297, 156718.31610107422]"
"[19, 176577.96466064453, 153263.78729248047]"
"[20, 182342.3643798828, 157491.97955322266]"
"[21, 170558.02893066406, 147897.06872558594]"
"[22, 179548.85137939453, 155704.19580078125]"
"[23, 171289.5288696289, 148697.4401550293]"
"[24, 175952.94091796875, 153076.11376953125]"
"[25, 174875.3975830078, 150890.7105102539]"
"[26, 174586.71411132812, 150324.68460083008]"
"[27, 176303.05096435547, 151428.98623657227]"
"[28, 171098.54681396484, 148230.5546875]"
"[29, 174395.4520263672, 151380.916015625]"
"[30, 179993.56774902344, 156632.88317871094]"
"[31, 176421.5145263672, 152136.21905517578]"
"[32, 171510.46856689453, 147614.41497802734]"
"[33, 170328.18829345703, 147988.587890625]"
"[34, 176331.18682861328, 152762.78869628906]"
"[35, 180380.81427001953, 156920.53778076172]"
"[36, 169176.47900390625, 146466.6392211914]"
"[37, 176488.61627197266, 153990.1942138672]"
"[38, 169409.32153320312, 146817.99072265625]"
"[39, 172566.31268310547, 151111.2346496582]"
"[40, 175675.28771972656, 153684.7147216797]"
"[41, 171299.9662475586, 150595.17178344727]"
"[42, 180339.8468017578, 157189.2700805664]"
"[43, 176942.4180908203, 154012.59121704102]"
"[44, 179095.60125732422, 156636.60821533203]"
"[45, 174503.51068115234, 151158.6531982422]"
"[46, 174747.45233154297, 152473.25708007812]"
"[47, 174915.54711914062, 151631.26330566406]"
"[48, 178415.09735107422, 154034.13958740234]"
"[49, 171689.72033691406, 149730.28497314453]"
"[50, 172330.85760498047, 151080.634765625]"
"[51, 174167.40435791016, 151942.39080810547]"
"[52, 174218.59185791016, 151447.01849365234]"
"[53, 181497.01953125, 158261.04608154297]"
"[54, 177293.4959716797, 154659.18557739258]"
"[55, 177993.16595458984, 155095.31030273438]"
"[56, 174296.27307128906, 151917.99243164062]"
"[57, 172489.43225097656, 149671.7978515625]"
"[58, 172049.6990966797, 149052.62963867188]"
"[59, 177856.36328125, 154580.7674560547]"
"[60, 177692.11029052734, 153890.11450195312]"
"[61, 177326.83270263672, 155384.01831054688]"
"[62, 173731.3232421875, 150745.7694091797]"
"[63, 180038.03924560547, 157037.74493408203]"
"[64, 179196.1424560547, 155999.80505371094]"
"[65, 176873.29809570312, 153362.86798095703]"
"[66, 177487.45959472656, 154361.4248046875]"
"[67, 173631.96704101562, 150316.27142333984]"
"[68, 168349.17211914062, 146118.09381103516]"
"[69, 178589.7803955078, 155396.38153076172]"
"[70, 180390.29974365234, 156182.76306152344]"
"[71, 171332.11694335938, 149927.74841308594]"
"[72, 173829.5675048828, 150472.00103759766]"
"[73, 180576.68853759766, 157595.78173828125]"
"[74, 168550.46520996094, 145747.95108032227]"
"[75, 174619.44970703125, 150952.93521118164]"
"[76, 172715.93865966797, 149221.9917602539]"
"[77, 168778.55657958984, 146796.44885253906]"
"[78, 177616.3609008789, 155590.70349121094]"
"[79, 178107.95391845703, 154892.61169433594]"
"[80, 166791.17919921875, 143944.36016845703]"
"[81, 178654.52380371094, 154507.611328125]"
"[82, 169144.9344482422, 146791.26989746094]"
"[83, 175333.59088134766, 152812.77465820312]"
"[84, 176726.72955322266, 153757.9369506836]"
"[85, 176040.58227539062, 152650.41467285156]"
"[86, 173844.13995361328, 150946.63494873047]"
"[87, 173412.87103271484, 150269.32653808594]"
"[88, 172118.44451904297, 150697.59985351562]"
"[89, 174272.93579101562, 151908.6571044922]"
"[90, 178610.08233642578, 155113.22491455078]"
"[91, 174969.84326171875, 152468.42498779297]"
"[92, 178108.92608642578, 153844.43231201172]"
"[93, 168892.66015625, 147217.8486328125]"
"[94, 174537.8936767578, 151398.57806396484]"
"[95, 177096.80200195312, 154176.17959594727]"
"[96, 177456.92364501953, 153806.2855834961]"
"[97, 166138.8031616211, 144144.365234375]"
"[98, 174702.50909423828, 150775.1365966797]"
"[99, 173637.88439941406, 151557.26373291016]"
"[100, 167709.27899169922, 145356.39218139648]"
"[101, 177128.13751220703, 155243.67095947266]"
"[102, 179651.8491821289, 155299.9864501953]"
"[103, 183047.1318359375, 159662.5493774414]"
"[104, 180239.01110839844, 155456.73583984375]"
"[105, 178355.02142333984, 153795.3882446289]"
"[106, 176455.87536621094, 152450.05377197266]"
"[107, 175613.0297241211, 152617.79760742188]"
"[108, 168124.83459472656, 147178.7921142578]"
"[109, 173911.54095458984, 152094.70874023438]"
"[110, 173590.88092041016, 150995.4812927246]"
"[111, 176990.42608642578, 155569.07946777344]"
"[112, 176642.1890258789, 153796.98999023438]"
"[113, 171038.2012939453, 148970.75555419922]"
"[114, 172903.48614501953, 151424.966796875]"
"[115, 172491.71771240234, 149464.10354614258]"
"[116, 175826.5506591797, 152160.71319580078]"
"[117, 176158.96899414062, 153030.4905090332]"
"[118, 180214.97326660156, 156092.05987548828]"
"[119, 179056.11810302734, 156500.68090820312]"
"[120, 177377.49340820312, 154891.08435058594]"
"[121, 177538.95208740234, 153477.2855834961]"
"[122, 176279.2681274414, 152173.26025390625]"
"[123, 182169.64807128906, 157638.31219482422]"
"[124, 175272.65557861328, 151423.3428955078]"
"[125, 172886.5067138672, 149256.63653564453]"
"[126, 182690.3203125, 159088.4888305664]"
"[127, 179326.38024902344, 155683.61389160156]"
"[128, 179035.82958984375, 154409.69311523438]"
"[129, 169750.60055541992, 147920.0330505371]"
"[130, 173403.16162109375, 149984.89739990234]"
"[131, 174177.26696777344, 151459.4051208496]"
"[132, 173860.0493774414, 151053.23205566406]"
"[133, 177585.58111572266, 153204.7273864746]"
"[134, 173102.69561767578, 149964.09686279297]"
"[135, 173990.69854736328, 151123.9591064453]"
"[136, 175920.97137451172, 152201.21417236328]"
"[137, 171345.77557373047, 148572.04333496094]"
"[138, 180082.46142578125, 157448.8731689453]"
"[139, 174990.67218017578, 151375.17614746094]"
"[140, 177901.15618896484, 153750.03381347656]"
"[141, 180779.92065429688, 156088.61358642578]"
"[142, 181851.68298339844, 158481.63232421875]"
"[143, 179595.41345214844, 154762.69219970703]"
"[144, 175876.84161376953, 154038.75582885742]"
"[145, 182215.74407958984, 160049.76501464844]"
"[146, 181743.2491455078, 158699.73010253906]"
"[147, 172457.2554321289, 150711.30838012695]"
"[148, 177292.3134765625, 153489.72009277344]"
"[149, 179160.4639892578, 155011.5805053711]"
"[150, 184982.03045654297, 161537.8983154297]"
"[151, 172627.72088623047, 149975.7000427246]"
"[152, 174604.2973022461, 151954.45642089844]"
"[153, 171543.99853515625, 148907.34857177734]"
"[154, 175192.5467529297, 150640.12615966797]"
"[155, 177736.66912841797, 155147.32177734375]"
"[156, 172693.19299316406, 150838.6734008789]"
"[157, 175727.5936279297, 152763.2794189453]"
"[158, 170577.07788085938, 150334.89364624023]"
"[159, 178121.94848632812, 155349.78289794922]"
"[160, 172243.91998291016, 148546.14642333984]"
"[161, 170244.32653808594, 150350.63555908203]"
"[162, 177006.4422607422, 153863.70471191406]"
"[163, 173594.1036376953, 151145.08557128906]"
"[164, 180005.81707763672, 155713.06481933594]"
"[165, 180641.36920166016, 156437.8076171875]"
"[166, 178498.3804321289, 154404.2691040039]"
"[167, 161730.783203125, 139941.5228881836]"
"[168, 174690.82025146484, 152033.37310791016]"
"[169, 187782.4038696289, 163809.53302001953]"
"[170, 176651.9673461914, 152267.93591308594]"
"[171, 175647.2586669922, 152404.5177001953]"
"[172, 174502.71112060547, 151859.90698242188]"
"[173, 178194.48193359375, 155791.16384887695]"
"[174, 173654.99182128906, 151762.57794189453]"
"[175, 169251.69952392578, 146608.58294677734]"
"[176, 175999.57110595703, 151450.94958496094]"
"[177, 177442.03997802734, 154724.8510131836]"
"[178, 175673.77227783203, 152091.72491455078]"
"[179, 177704.38092041016, 153080.7131652832]"
"[180, 170993.7855834961, 150310.6884765625]"
"[181, 174239.67462158203, 150850.2098388672]"
"[182, 181215.60034179688, 157465.6644897461]"
"[183, 175898.57354736328, 152910.7045288086]"
"[184, 171206.38006591797, 150073.48956298828]"
"[185, 176950.70440673828, 153777.51620483398]"
"[186, 173814.31036376953, 150103.2099609375]"
"[187, 181694.521484375, 158132.26434326172]"
"[188, 180195.3491821289, 156000.73083496094]"
"[189, 181100.21563720703, 158522.86080932617]"
"[190, 178700.3963623047, 154322.53631591797]"
"[191, 172346.94989013672, 148847.16107177734]"
"[192, 172493.5347290039, 149678.39401245117]"
"[193, 175305.25872802734, 151518.26934814453]"
"[194, 172173.18359375, 151975.0806274414]"
"[195, 177266.18322753906, 153671.2417602539]"
"[196, 172565.69744873047, 150626.43353271484]"
"[197, 172765.93450927734, 149709.26568603516]"
"[198, 174238.82598876953, 151290.8348388672]"
"[199, 181129.09259033203, 156693.92443847656]"
"[200, 174219.95678710938, 151623.91186523438]"
