0,3928.9561513264975,2592.5172678629556
1,3967.414321899414,2645.788241068522
2,3992.9468688964844,2670.0213012695312
0,3930.01766204834,2670.6209831237793
0,3860.6359825134277,2568.2720985412598
1,3972.910026550293,2640.32572555542
2,3958.620719909668,2636.028881072998
3,3987.217273712158,2707.833225250244
4,3986.787643432617,2673.0617599487305
5,3988.131996154785,2661.8745460510254
6,3859.5643463134766,2603.959083557129
7,3874.5460891723633,2616.4580612182617
8,4117.60689163208,2701.0339851379395
9,3952.5421142578125,2642.701271057129
10,3848.612949371338,2597.7607402801514
11,3812.8795852661133,2559.239456176758
12,3995.086902618408,2661.187831878662
13,4000.9845695495605,2677.477207183838
14,3917.2207069396973,2662.087905883789
15,3914.393543243408,2655.755241394043
16,3950.9816284179688,2713.7958641052246
17,3974.074161529541,2639.0127143859863
18,4033.360984802246,2693.6280097961426
19,3897.7464561462402,2598.538652420044
20,3913.74503326416,2635.7779388427734
21,3928.3980865478516,2624.010410308838
22,3931.7363624572754,2639.529888153076
23,3905.459503173828,2641.816921234131
24,3928.8283309936523,2622.694589614868
25,3898.6250495910645,2582.401357650757
26,3896.780288696289,2645.646228790283
27,3798.986515045166,2569.9165267944336
28,3888.484386444092,2582.506359100342
29,3819.790744781494,2574.9396018981934
30,3902.1211585998535,2597.723659515381

